,index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
2422525,2422525,2020-03-06 14:18:17.201,6126897538978794128,,10.2.238.179,ID,Central Java,Guwosari,46034,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) supra AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2072.111 Mobile Safari/537.36",Chrome Mobile 81.0.4044.2072,iOS 11.2.6,mobile,True,False,True
2485666,2485666,2020-03-07 13:52:07.172,-8535784664946179935,,185.129.130.251,CL,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
2733990,2733990,2020-03-11 08:10:46.083,3713430081263795573,,89.36.160.126,RO,Harghita,Miercurea-Ciuc,51656,"Mozilla/5.0 (X11; CrOS x86_64 12607.82.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.202.123 Safari/537.36/null",Chrome 79.0.3945.192.202,Chrome OS 12607.82.0,desktop,True,True,True
2777992,2777992,2020-03-11 19:03:56.965,66903502695810330,,10.4.85.44,RO,Neamt,Borlesti,136862,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
2965812,2965812,2020-03-14 16:03:26.816,3950839064153218064,,37.97.1.38,BR,-,-,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2185.111 Mobile Safari/537.36 PHX/5.8",Chrome Mobile 81.0.4044.2185,iOS 11.2.6,mobile,True,False,True
3195689,3195689,2020-03-17 22:00:08.323,-3712038731561139947,,91.217.83.168,RO,-,-,13209,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
3270012,3270012,2020-03-18 22:15:00.743,-9161616003808122472,,89.40.130.1,CL,-,-,34723,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
3530150,3530150,2020-03-22 16:41:44.370,7184763133360023142,,89.34.160.118,RO,-,-,61353,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/79.0.3945.192.201.130 Safari/537.36 RuxitSynthetic/1.0 v4837340854 t8347097904287973985",Chrome 79.0.3945.192.201,Chromecast 1.54.250118,desktop,True,True,True
3918757,3918757,2020-03-27 21:14:21.340,-8717594065600255683,,46.160.183.118,RO,-,-,41560,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
4079424,4079424,2020-03-30 09:32:23.173,3751560646644953392,,87.248.21.72,NO,Innlandet,Lillehammer,29492,"Mozilla/5.0 (Linux; Android 9.7 Tiger Ginger; QMobile i12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Mobile Safari/537.36 variation/126649",Chrome Mobile 81.0.4044,Android 9.7,mobile,True,False,True
4206276,4206276,2020-03-31 18:23:39.112,-2431647924607525033,,5.180.170.7,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
4661129,4661129,2020-04-06 19:39:57.308,-5025925209861453999,,10.3.219.236,ID,-,-,137308,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
4986356,4986356,2020-04-11 12:55:43.979,-633849907420391782,,10.4.97.151,LV,Riga,Riga,61353,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
4997980,4997980,2020-04-11 15:55:34.053,4384560533456189547,,91.240.236.3,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
5042285,5042285,2020-04-12 11:21:36.654,2931582960800738531,,5.180.170.245,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
5043016,5043016,2020-04-12 11:35:29.368,-2046805515547474987,,77.81.67.69,RO,Buzau,Ramnicu Sarat,41496,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
5411288,5411288,2020-04-17 06:25:10.903,-2877791067553018845,,5.180.170.195,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
5771091,5771091,2020-04-22 10:36:20.251,-3069994093708943584,,91.240.236.189,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
5877044,5877044,2020-04-23 18:35:21.552,6425743904113203039,,10.4.114.211,SK,Zilina,Martin,504288,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
6046771,6046771,2020-04-26 10:12:58.834,-4923652038968109383,,91.240.236.3,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
6084321,6084321,2020-04-26 21:36:43.748,-3110963885860346598,,185.237.249.202,NL,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
6181348,6181348,2020-04-28 07:42:15.882,-4674365873110899727,,91.240.236.172,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
6393553,6393553,2020-05-01 00:49:21.023,-3115944591217045870,,5.180.170.48,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
6394024,6394024,2020-05-01 01:17:30.719,6877935115504835382,,10.4.120.159,CL,Region del Biobio,Los Ángeles,505051,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
6559317,6559317,2020-05-03 12:40:59.285,8304385460303549122,,193.106.171.173,RO,-,-,50427,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
6792657,6792657,2020-05-06 13:58:11.711,-2929259970970385499,,86.104.10.9,MZ,-,-,48874,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
6955064,6955064,2020-05-08 14:22:45.384,-4095549664359222996,,5.180.170.70,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
7211180,7211180,2020-05-12 10:28:33.477,7623157094772601465,,91.217.83.168,RO,-,-,13209,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
7400390,7400390,2020-05-14 20:15:26.843,5258524326375360652,,185.237.251.71,CA,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
7516812,7516812,2020-05-16 13:13:06.969,-3216984521671659155,,185.9.161.131,CA,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
7605568,7605568,2020-05-17 17:38:46.596,9057106558410539632,,94.137.232.175,RO,-,-,41560,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.51.109 Safari/537.36",Chrome 72.0.3626.51,Mac OS X 10.12.3,desktop,True,True,True
7758092,7758092,2020-05-19 18:28:38.575,-180160405156274625,,10.0.85.13,NO,Vestland,Vassenden,197475,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.0 Safari/537.36 Edg/81.0.416.0",Edge 81.0.416,Mac OS X 10.14.6,desktop,True,False,True
7880224,7880224,2020-05-21 15:32:54.305,-3834822467843284479,,5.180.170.205,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
8493326,8493326,2020-05-30 23:31:46.162,-6268952367340620470,,91.206.213.129,CA,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
8493736,8493736,2020-05-31 00:02:53.357,5680537200172656663,,103.235.66.200,ID,Jakarta,Jakarta,63490,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
8495033,8495033,2020-05-31 01:28:49.110,2770667514524286160,,5.2.32.48,DK,-,-,41560,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
8531946,8531946,2020-05-31 16:06:58.526,4772769561017363949,,185.129.130.2,CA,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
8708580,8708580,2020-06-03 09:28:56.954,5069369253943453141,,91.240.236.172,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
8830609,8830609,2020-06-04 23:07:36.734,5159426026939509758,,103.102.250.173,RO,-,-,136862,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
8830677,8830677,2020-06-04 23:12:02.331,-5545521351149297367,,103.102.250.173,RO,-,-,136862,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
8871311,8871311,2020-06-05 13:08:14.457,-8586403978449709157,,10.0.85.13,NO,Vestland,Vassenden,197475,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.68.109 Safari/537.36",Chrome 72.0.3626.68,Mac OS X 10.14.6,desktop,True,False,True
9078959,9078959,2020-06-08 15:31:16.704,-1732539264955422505,,45.6.108.192,BR,Mato Grosso do Sul,Sonora,266130,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.94 Safari/537.36",Chrome 79.0.3945.192,Mac OS X 10.14.6,desktop,True,False,True
9085966,9085966,2020-06-08 17:06:04.094,976229172351848859,,10.4.97.146,LV,Riga,Riga,61353,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
9412283,9412283,2020-06-13 11:02:14.497,-7840577200914229291,,64.79.50.14,RO,-,-,393713,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1950.138 Mobile Safari/537.36 variation/85774",Chrome Mobile 81.0.4044.1950,Android 5.5.1,mobile,True,True,True
9597307,9597307,2020-06-16 07:08:50.967,-8778845044369842691,,91.240.236.139,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
9626900,9626900,2020-06-16 14:07:45.814,-3488204338368417568,,10.3.140.30,IT,Liguria,Arcola,500208,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
9899328,9899328,2020-06-20 04:15:06.605,6630215575913083714,,5.1.120.87,AR,-,-,61157,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
10099629,10099629,2020-06-22 18:14:23.406,3769132608318704638,,103.235.66.38,ID,Jakarta,Jakarta,63490,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
10227169,10227169,2020-06-24 12:41:30.353,-7415180799488393370,,5.180.170.85,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,False,True,True
10227183,10227183,2020-06-24 12:41:39.282,-7415180799488393370,,5.180.170.85,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
10323332,10323332,2020-06-25 17:38:39.101,7168556392326159106,,89.162.38.111,BR,-,-,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8334",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,True,False,True
10453036,10453036,2020-06-27 15:26:45.337,-155078688408190603,673.0,10.0.7.230,NO,Oslo County,Oslo,207674,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/67.0.3396.99 Safari/537.36 variation/288226",Chrome 67.0.3396,iOS 11.2.6,tablet,True,True,True
10557376,10557376,2020-06-28 23:23:03.796,-4283317222135751593,,10.4.97.151,LV,Riga,Riga,61353,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
10558679,10558679,2020-06-29 00:36:20.977,2373961011761384656,,2.56.166.3,RO,-,-,3280,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
11130171,11130171,2020-07-06 09:22:08.938,455892862430677747,,10.4.93.137,RO,Bucuresti,Bucharest,41197,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
